,CAS,logBCF,Dataset,SMILES
238,23031-36-9,3.06,uci,C#CCC1=C(C)C(CC1=O)OC(=O)[C@H]1[C@@H](C1(C)C)C=C(C)C
239,2303-17-5,3.15,uci,O=C(N(C(C)C)C(C)C)SCC(=C(Cl)Cl)Cl
240,25154-52-3,2.19,uci,Oc1ccc(cc1)C(C)CC(C)CC(C)C
241,25057-89-0,1.32,uci,O=C1c2ccccc2(NS(=O)(=O)N1C(C)C)
242,2498-66-0,1.63,uci,O=C1c2c(ccc3c2cccc3)C(=O)c2c1cccc2
243,2465-27-2,1.07,uci,N=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C
244,2463-84-5,1.89,uci,O=[N+]([O-])c1ccc(OP(OC)(OC)=S)c(c1)Cl
245,24579-73-5,1.73,uci,O=C(OCCC)NCCCN(C)C
246,2440-02-0,4.05,uci,C1(=C(C2(C(CC1(C2(Cl)Cl)Cl)Cl)Cl)Cl)Cl
247,2437-79-8,4.39,uci,c1cc(cc(c1c2ccc(cc2Cl)Cl)Cl)Cl
248,24019-05-4,1.9,uci,OS(=O)(=O)c1c(ccc(c1)Cl)Oc1c(cc(cc1)Cl)NC(=O)Nc1cc(c(cc1)Cl)Cl
249,2385-85-5,4.31,uci,C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
250,2381-21-7,2.73,uci,Cc1c2c3c4c(cccc4ccc3cc1)cc2
251,2371-42-8,1.48,uci,OC1(C)(CC2CCC1(C)C2(C)(C))
252,23184-66-9,0.38,uci,O=C(N(c1c(cccc1CC)CC)COCCCC)CCl
253,23135-22-0,0.3,uci,O=C(ON=C(C(=O)N(C)C)SC)NC
254,2312-35-8,4.14,uci,O=S(OCC#C)OC2CCCCC2(Oc1ccc(cc1)C(C)(C)C)
255,23103-98-2,1.38,uci,O=C(Oc1nc(nc(c1C)C)N(C)C)N(C)C
256,2310-17-0,2.26,uci,O=C2Oc1cc(ccc1N2CSP(OCC)(OCC)=S)Cl
257,28575-17-9,3.76,uci,c1cc(cc(c1)CC)c2cccc(c2)CC
258,28680-45-7,4.05,uci,C1=CC2(C(C1(C(C2(Cl)Cl)(Cl)Cl)Cl)Cl)Cl
259,374726-62-2,1.68,uci,O=C(NCCc1ccc(OCC#C)c(OC)c1)C(OCC#C)c2ccc(cc2)Cl
260,33576-92-0,1.89,uci,O(c1ccccc1)P(OC)(OC)=S
261,34643-46-4,3.77,uci,CCCSP(=S)(Oc1ccc(cc1Cl)Cl)OCC
262,346-10-1,0.49,uci,O=C(Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1)C(Oc2ccc(cc2C(C)(C)CC)C(C)(C)CC)CC
263,34256-82-1,1.3,uci,O=C(N(c1c(cccc1CC)C)COCC)CCl
264,34014-18-1,0.42,uci,O=C(NC)N(c1nnc(C(C)(C)C)s1)C
265,3389-71-7,3.81,uci,C1=CC2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl
266,33857-26-0,2.47,uci,Clc1cc2c(cc1)Oc1c(ccc(c1)Cl)O2
267,3380-34-5,1.7,uci,Oc1cc(ccc1Oc1c(cc(cc1)Cl)Cl)Cl
268,33629-47-9,3.29,uci,O=[N+]([O-])c1cc(cc(c1(NC(C)CC))[N+](=O)[O-])C(C)(C)C
269,335-76-2,2.65,uci,OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
270,330-55-2,1.27,uci,Clc1c(ccc(c1)NC(=O)N(OC)C)Cl
271,335-67-1,3.12,uci,FC(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F
272,3347-22-6,1.43,uci,N#CC2=C(C#N)SC=1C(=O)c3ccccc3(C(=O)C=1S2)
273,33423-92-6,3.76,uci,O1c3cc(cc(c3(Oc2c1cc(cc2Cl)Cl))Cl)Cl
274,3337-71-1,-0.12,uci,O=C(OC)NS(=O)(=O)c1ccc(N)cc1
275,333-41-5,1.8,uci,n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C
276,33284-54-7,4.71,uci,Clc1c(c(c(cc1Cl)Cl)Cl)c1ccccc1
277,33284-53-6,4.39,uci,Clc1c(cc(c(c1Cl)Cl)Cl)c1ccccc1
278,3319-31-1,0.6,uci,O=C(c1c(ccc(c1)C(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC)OCC(CCCC)CC
279,3481-20-7,2.52,uci,Nc1c(c(cc(c1Cl)Cl)Cl)Cl
280,34883-39-1,3.92,uci,Clc1c(cc(cc1)Cl)c1ccccc1
281,34883-41-5,3.44,uci,Clc1cc(cc(c1)c1ccccc1)Cl
282,35065-27-1,5.56,uci,c2c(c1cc(c(cc1Cl)Cl)Cl)c(cc(c2Cl)Cl)Cl
283,3674-75-7,2.71,uci,c1ccc2c(c1)cc(c3ccccc23)CC
284,36734-19-7,2.19,uci,O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2
285,36559-22-5,4.53,uci,Clc1cc(ccc1c1c(c(ccc1)Cl)Cl)Cl
286,3648-21-3,0.88,uci,O=C(c1c(cccc1)C(=O)OCCCCCCC)OCCCCCCC
287,36335-67-8,2.46,uci,O=[N+]([O-])c1ccc(cc1(OP(OCC)(NC(C)CC)=S))C
288,361377-29-9,1.72,uci,Fc2c(ncnc2(Oc1ccccc1Cl))Oc4ccccc4(C(=NOC)C3=NOCCO3)
289,36065-30-2,4.32,uci,O(c1c(cc(cc1Br)Br)Br)CC(C)(CBr)Br
290,35860-37-8,3.7,uci,c2cc1c(cc(cc1C(C)C)C(C)C)c(c2)C(C)C
291,35822-46-9,3.67,uci,O1c3cc(c(c(c3(Oc2c1c(c(c(c2Cl)Cl)Cl)Cl))Cl)Cl)Cl
292,35694-08-7,5.81,uci,Clc1cc(c(c(c1Cl)Cl)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl
293,35693-99-3,4.45,uci,Clc1c(cc(cc1)Cl)c1c(ccc(c1)Cl)Cl
294,35554-44-0,1.81,uci,n1ccn(c1)CC(OCC=C)c2ccc(cc2Cl)Cl
295,355-46-4,3.6,uci,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
296,35367-38-5,2.35,uci,O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(cc2)Cl
297,3520-72-7,0.6,uci,O=C5N(N=C(C)C5(N=Nc1ccc(cc1Cl)c4ccc(N=NC2C(=O)N(NC2(C))c3ccccc3)c(c4)Cl))c6ccccc6
298,35065-29-3,6.06,uci,Clc1cc(Cl)c(cc1c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl
299,35065-28-2,5.88,uci,Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl
300,33089-61-1,3.26,uci,N(=CN(C=Nc1ccc(cc1C)C)C)c2ccc(cc2C)C
301,330-54-1,0.95,uci,Clc1c(ccc(c1)NC(=O)N(C)C)Cl
302,2885-00-9,-0.04,uci,CCCCCCCCCCCCCCCCCCS
303,298-04-4,2.48,uci,O(CC)P(OCC)(=S)SCCSCC
304,306-52-5,0.08,uci,O=P(O)(O)OCC(Cl)(Cl)Cl
305,30560-19-1,-1.52,uci,O=C(NP(=O)(OC)SC)C
306,30171-80-3,1.11,uci,O(c1cc(c(c(c1)Br)Br)C)CC2OC2
307,3010-80-8,3.95,uci,OC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl
308,300-76-5,0.93,uci,COP(=O)(OC(C(Br)(Cl)Cl)Br)OC
309,299-84-3,3.58,uci,O(c1cc(c(cc1Cl)Cl)Cl)P(OC)(OC)=S
310,298-07-7,0.62,uci,OP(=O)(OCC(CCCC)CC)OCC(CCCC)CC
311,298-06-6,0.45,uci,O(CC)P(OCC)(=S)S
312,298-02-2,2.68,uci,O(CC)P(OCC)(=S)SCSCC
313,3296-90-0,0.42,uci,OCC(CO)(CBr)CBr
314,298-00-0,1.89,uci,O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1
315,29761-21-5,2.73,uci,O=P(Oc1ccccc1)(Oc1ccccc1)OCCCCCCCC(C)C
316,29690-50-9,3.58,uci,CC(C1C2C(CCC1)CCCC2)C
317,294-62-2,3.95,uci,C1CCCCCCCCCCC1
318,29446-15-9,2.88,uci,Clc1cc2c(cc1Cl)Oc1c(cccc1)O2
319,29253-36-9,2.78,uci,c1ccc2c(c1)cccc2C(C)C
320,2921-88-2,3.1,uci,n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl
321,29082-74-4,3.91,uci,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C(=C(Cl)Cl)Cl
322,30746-58-8,3.48,uci,Clc1c(c(c(c2c1Oc1c(cccc1)O2)Cl)Cl)Cl
323,3074-71-3,3.32,uci,CCCCC(C)C(C)C
324,307-55-1,4.31,uci,OC(=O)C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
325,3089-11-0,0.32,uci,COCN(c1nc(nc(n1)N(COC)COC)N(COC)COC)COC
326,328-84-7,3.18,uci,FC(F)(F)c1ccc(c(c1)Cl)Cl
327,32861-85-1,3.59,uci,O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2(OC)
328,32774-16-6,5.97,uci,c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(c(c2)Cl)Cl)Cl
329,3268-87-9,3.12,uci,O1c3c(Oc2c1c(c(c(c2Cl)Cl)Cl)Cl)c(c(c(c3Cl)Cl)Cl)Cl
330,32669-06-0,2.6,uci,ClCCOC(c1ccccc1)c1ccccc1
331,32598-14-4,4.28,uci,Clc1c(c(ccc1c1cc(c(cc1)Cl)Cl)Cl)Cl
332,32598-13-3,4.35,uci,Clc1c(ccc(c1)c1cc(c(cc1)Cl)Cl)Cl
333,32598-11-1,5.08,uci,c1cc(c(cc1c2cc(ccc2Cl)Cl)Cl)Cl
334,32598-10-0,4.56,uci,Clc1c(ccc(c1)Cl)c1cc(c(cc1)Cl)Cl
335,3229-00-3,2.17,uci,BrCC(CBr)(CBr)CBr
336,3209-22-1,2.16,uci,O=[N+]([O-])c1cccc(c1Cl)Cl
337,320-60-5,3.37,uci,FC(F)(F)c1ccc(cc1Cl)Cl
338,315-18-4,1.42,uci,O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC
339,31508-00-6,4.38,uci,Clc1c(cc(c(c1)Cl)Cl)c1ccc(c(c1)Cl)Cl
340,314-40-9,0.6,uci,O=C1NC(=C(C(=O)N1C(C)CC)Br)C
341,311-89-7,1.3,uci,FC(N(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F
342,309-00-2,3.82,uci,ClC12C(=C(C(C3C2C2C=CC3C2)(C1(Cl)Cl)Cl)Cl)Cl
343,59669-26-0,0.8,uci,O=C(ON=C(C)SC)N(C)SN(C(=O)ON=C(C)SC)C
344,60123-64-0,4.21,uci,Clc1c(cc(c(c1)Cl)Cl)Oc1ccc(cc1Cl)Cl
345,208-96-8,2.48,uci,c1cc2cccc3C=Cc(c1)c23
346,87-82-1,3.0,uci,c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br
347,88-44-8,0.35,uci,O=S(=O)(O)c1cc(ccc1(N))C
348,883-20-5,2.56,uci,c1ccc2c(c1)cc(c3ccccc23)C
349,88-19-7,0.29,uci,Cc1c(cccc1)S(=O)(=O)N
350,88-06-2,1.92,uci,Oc1c(cc(cc1Cl)Cl)Cl
351,879-39-0,1.9,uci,O=[N+]([O-])c1cc(c(c(c1Cl)Cl)Cl)Cl
352,87-86-5,2.67,uci,Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl
353,87-84-3,2.43,uci,ClC1C(C(C(C(C1Br)Br)Br)Br)Br
354,87-83-2,2.45,uci,Cc1c(c(c(c(c1Br)Br)Br)Br)Br
355,87820-88-0,1.5,uci,O=C2C(C(=O)CC(c1c(cc(cc1C)C)C)C2)=C(NOCC)CC
356,88-72-2,1.3,uci,Cc1c(cccc1)[N+](=O)[O-]
357,877-11-2,3.83,uci,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C
358,877-10-1,3.62,uci,c1(c(c(c(c(c1Cl)Cl)C)Cl)Cl)C
359,87-68-3,3.82,uci,ClC(=C(Cl)Cl)C(=C(Cl)Cl)Cl
360,87-65-0,1.17,uci,Oc1c(cccc1Cl)Cl
361,87-61-6,2.89,uci,Clc1c(cccc1Cl)Cl
362,87-40-1,2.84,uci,O(c1c(cc(cc1Cl)Cl)Cl)C
363,873-63-2,1.32,uci,OCc1cccc(c1)Cl
364,872-05-9,3.22,uci,CCCCCCCCC=C
365,886-50-0,1.95,uci,CCNc1nc(SC)nc(n1)NC(C)(C)C
366,88-73-3,1.44,uci,Clc1c(cccc1)[N+](=O)[O-]
367,60123-65-1,4.08,uci,Clc1cc(ccc1Cl)Oc1c(cc(c(c1)Cl)Cl)Cl
368,900-95-8,3.4,uci,O=C(O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3)C
369,90-94-8,1.52,uci,O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C
370,90-51-7,0.39,uci,Oc1cc(cc2c1cc(cc2)N)S(=O)(=O)O
371,90-43-7,1.34,uci,Oc1ccccc1c2ccccc2
372,90-41-5,1.44,uci,Nc1c(cccc1)c1ccccc1
373,90-30-2,3.28,uci,N(c1c2c(ccc1)cccc2)c1ccccc1
374,90-20-0,0.46,uci,O=S(=O)(O)c1cc(O)c2c(N)cc(cc2(c1))S(=O)(=O)O
375,9014-90-8,2.18,uci,O=S(=O)(O)OCCOCCOCCOCCOCCOCCOc1ccc(cc1)CCCCCCCCC
376,90-12-0,1.73,uci,c1ccc2c(c1)cccc2C
377,89-93-0,0.57,uci,Cc1ccccc1CN
378,88-74-4,0.85,uci,Nc1c(cccc1)[N+](=O)[O-]
379,89-69-0,1.84,uci,O=[N+]([O-])c1cc(c(cc1Cl)Cl)Cl
380,89-63-4,1.06,uci,Nc1c(cc(cc1)Cl)[N+](=O)[O-]
381,89-61-2,2.05,uci,O=[N+]([O-])c1cc(ccc1Cl)Cl
382,89-59-8,1.92,uci,O=[N+]([O-])c1cc(ccc1C)Cl
383,88-98-2,0.05,uci,OC(=O)C1C(CC=CC1)C(=O)O
384,88-89-1,0.1,uci,O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]
385,88-85-7,1.14,uci,O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-]
386,88-75-5,1.17,uci,Oc1c(cccc1)[N+](=O)[O-]
387,87130-20-9,2.52,uci,O=C(OC(C)C)Nc1ccc(OCC)c(OCC)c1
388,87-02-5,0.11,uci,Oc1cc(cc2c1ccc(c2)N)S(=O)(=O)O
389,86-87-3,0.29,uci,OC(=O)Cc1c2c(ccc1)cccc2
390,82657-04-3,3.78,uci,O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1cccc(c1C)c1ccccc1
391,834-12-8,1.52,uci,n1c(nc(nc1NC(C)C)SC)NCC
392,83-32-9,2.92,uci,C1c2cccc3c2c(ccc3)C1
393,832-69-9,3.18,uci,Cc1cccc2c1ccc1c2cccc1
394,83164-33-4,3.11,uci,O=C(Nc1ccc(F)cc1(F))c3cccnc3(Oc2cccc(c2)C(F)(F)F)
395,83121-18-0,2.81,uci,O=C(NC(=O)c1c(F)cccc1(F))Nc2cc(c(F)c(c2(F))Cl)Cl
396,83055-99-6,0.2,uci,O=C(OC)c1ccccc1CS(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC
397,829-26-5,3.0,uci,Cc1cc2c(cc1C)ccc(c2)C
398,82-68-8,2.74,uci,O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl
399,82560-54-1,1.95,uci,O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCC(=O)OCC)C(C)C
400,86-74-8,2.18,uci,C1=CC=C2C(=C1)C3=CC=CC=C3N2
401,82558-50-7,1.85,uci,O=C(Nc1onc(c1)C(C)(CC)CC)c2c(OC)cccc2(OC)
402,82-47-3,0.9,uci,O=S(=O)(O)c1cc(c2cccc(O)c2(c1(N)))S(=O)(=O)O
403,82-45-1,2.03,uci,O=C1c2c(cccc2N)C(=O)c2c1cccc2
404,82-44-0,2.36,uci,O=C1c2c(cccc2C(=O)c2c1cccc2)Cl
405,82097-50-5,0.11,uci,O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2(OCCCl)
406,82-05-3,2.12,uci,O=c1c2c3c(cccc3ccc2)c2ccccc12
407,81-88-9,-0.23,uci,O=C(O)c1ccccc1C=3c4ccc(cc4(OC2=CC(C=CC2=3)=[N+](CC)CC))N(CC)CC
408,81777-89-1,1.6,uci,O=C1N(OCC1(C)C)Cc2ccccc2Cl
409,83-42-1,1.99,uci,O=[N+]([O-])c1cccc(c1C)Cl
410,83704-22-7,3.41,uci,Clc1c(c2c(oc3c2ccc(c3)Cl)cc1Cl)Cl
411,83-79-4,1.41,uci,O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34)
412,839-90-7,-0.05,uci,O=C1N(C(=O)N(C(=O)N1CCO)CCO)CCO
413,86-73-7,2.77,uci,c1ccc3c(c1)c2ccccc2C3
414,86-50-0,1.54,uci,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1
415,86-30-6,1.41,uci,O=NN(c1ccccc1)c1ccccc1
416,85-83-6,0.75,uci,Oc3ccc4ccccc4(c3(N=Nc2ccc(N=Nc1ccccc1C)cc2C))
417,85-68-7,1.01,uci,O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)
418,85509-19-9,2.4,uci,Fc1ccc(cc1)[Si](c2ccc(F)cc2)(C)Cn3ncnc3
419,85-22-3,2.52,uci,c1(c(c(c(c(c1Br)Br)Br)Br)Br)CC
420,85-01-8,3.36,uci,c1cccc2ccc3c(c12)cccc3
421,84-87-7,1.11,uci,O=S(=O)(O)c2ccc(O)c1ccccc12
422,84-86-6,0.78,uci,O=S(=O)(O)c2ccc(N)c1ccccc12
423,84852-15-3,2.4,uci,Oc1ccc(cc1)CCCCCCC(C)C
424,84-74-2,2.23,uci,O=C(OCCCC)c1ccccc1(C(=O)OCCCC)
425,84-65-1,2.0,uci,O=C1c3ccccc3(C(=O)c2ccccc12)
426,84-57-1,1.16,uci,O=C1N(N=C(C)C1)c2cc(c(cc2Cl)S(=O)(=O)O)Cl
427,84-51-5,1.6,uci,O=C1c2c(ccc(c2)CC)C(=O)c2c1cccc2
428,84-15-1,3.3,uci,c1ccc(cc1)c3ccccc3(c2ccccc2)
429,84087-01-4,-0.1,uci,O=C(O)c1c2ncc(cc2(ccc1Cl))Cl
430,91-15-6,0.55,uci,N#Cc1c(cccc1)C#N
431,91-20-3,2.15,uci,c1c2c(ccc1)cccc2
432,91-22-5,0.49,uci,c1cccc2ncccc12
433,962-58-3,-0.35,uci,O=P(Oc1nc(nc(c1)C)C(C)C)(OCC)OCC
434,96-91-3,0.47,uci,O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-]
435,96-76-4,2.46,uci,Oc1ccc(cc1C(C)(C)C)C(C)(C)C
436,96-73-1,0.48,uci,O=S(=O)(c1c(ccc(c1)[N+](=O)[O-])Cl)O
437,96-69-5,0.82,uci,CC(c1c(cc(c(c1)Sc1c(cc(c(c1)C(C)(C)C)O)C)C)O)(C)C
438,96525-23-4,1.44,uci,O=C2C(c1cccc(c1)C(F)(F)F)=C(OC2c3ccccc3)NC
439,96489-71-3,1.68,uci,O=C1C(=C(C=NN1C(C)(C)C)SCc2ccc(cc2)C(C)(C)C)Cl
440,96-45-7,-0.02,uci,N1C(NCC1)=S
441,96-29-7,0.44,uci,CC(=NO)CC
442,96-18-4,1.07,uci,ClC(CCl)CCl
443,95-76-1,1.13,uci,Clc1c(ccc(c1)N)Cl
444,96-12-8,1.11,uci,C(C(CBr)Br)Cl
445,961-11-5,1.63,uci,Clc1c(cc(c(c1)Cl)Cl)C(=CCl)OP(=O)(OC)OC
446,95977-29-0,0.94,uci,O=C(O)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C
447,95-95-4,2.6,uci,Oc1c(cc(c(c1)Cl)Cl)Cl
448,95-94-3,3.57,uci,Clc1c(cc(c(c1)Cl)Cl)Cl
449,95-82-9,1.24,uci,Nc1c(ccc(c1)Cl)Cl
450,95-80-7,1.45,uci,Nc1c(ccc(c1)N)C
451,95-78-3,0.54,uci,Nc1c(ccc(c1)C)C
452,96-96-8,0.79,uci,[O-][N+](=O)c1cc(ccc1N)OC
453,97-23-4,2.19,uci,Oc1c(cc(cc1)Cl)Cc1cc(ccc1O)Cl
454,98-08-8,1.67,uci,FC(c1ccccc1)(F)F
455,98-10-2,0.52,uci,NS(=O)(=O)c1ccccc1
456,99-71-8,1.35,uci,CC(c1ccc(cc1)O)CC
457,99-65-0,0.77,uci,O=[N+]([O-])c1cccc(c1)[N+](=O)[O-]
458,99-62-7,3.22,uci,c1cc(cc(c1)C(C)C)C(C)C
459,99-54-7,1.82,uci,O=[N+](c1cc(c(cc1)Cl)Cl)[O-]
460,99387-89-0,2.59,uci,FC(F)(F)c2cc(ccc2(N=C(n1cncc1)COCCC))Cl
461,99-30-9,1.88,uci,O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl
462,99129-21-2,0.32,uci,O=C1C(C(=O)CC(C1)CC(C)SCC)=C(NOCC=CCl)CC
463,99-09-2,0.51,uci,O=[N+](c1cccc(c1)N)[O-]
464,99-08-1,1.02,uci,O=[N+](c1cc(ccc1)C)[O-]
465,98-95-3,0.66,uci,O=[N+](c1ccccc1)[O-]
466,98886-44-3,0.5,uci,O=C1N(CCS1)P(=O)(OCC)SC(C)CC
467,98-84-0,0.73,uci,NC(c1ccccc1)C
468,98-83-9,1.89,uci,CC(=C)c1ccccc1
469,98-82-8,1.55,uci,c1ccc(cc1)C(C)C
470,98-73-7,0.5,uci,CC(c1ccc(cc1)C(=O)O)(C)C
471,98-54-4,1.79,uci,CC(c1ccc(cc1)O)(C)C
472,98-15-7,2.34,uci,FC(c1cc(ccc1)Cl)(F)F
473,95-77-2,1.75,uci,Clc1c(ccc(c1)O)Cl
474,95737-68-1,3.14,uci,n1ccccc1OC(C)COc3ccc(Oc2ccccc2)cc3
475,91-23-6,0.6,uci,COc1c(cccc1)[N+](=O)[O-]
476,92-70-6,0.46,uci,Oc1c(cc2c(c1)cccc2)C(=O)O
477,938-86-3,3.51,uci,O(c1cc(c(c(c1Cl)Cl)Cl)Cl)C
478,938-22-7,3.34,uci,O(c1c(cc(c(c1Cl)Cl)Cl)Cl)C
479,935-95-5,2.15,uci,Oc1c(c(cc(c1Cl)Cl)Cl)Cl
480,933-12-0,2.87,uci,CC1(CC(C=CC1)C)C
